@relation minmax_training

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label {down,left,right,tilt_left,tilt_right,up}

@data
?32,?55,?39,?5,?3,3,?33,?58,?39,?4,?4,?3,?36,?54,?39,?4,?4,?3,?37,?47,?40,?4,?4,?3,?37,?52,?39,?3,?4,?5,?40,?46,?40,?4,?5,?6,?41,?44,?40,?5,?5,?7,?42,?42,?41,?4,?4,?8,?42,?44,?41,?5,?4,?8,?44,?40,?41,?6,?4,?7,?42,?40,?41,?5,?4,?8,?41,?37,?40,?4,?3,?7,?41,?37,?40,?5,?4,?6,?41,?38,?40,?3,?3,?5,?41,?37,?40,?4,?4,?4,?40,?39,?41,?3,?3,?3,?41,?40,?41,?4,?3,?3,?40,?40,?40,?3,?3,?3,?40,?41,?40,?4,?4,?3,?40,?40,?41,?3,?3,?3,right
?33,?99,?39,7,?7,?10,?35,?80,?40,?7,?5,?19,?30,?55,?39,?9,?4,?21,?32,?43,?39,?7,?5,?18,?35,?37,?41,?7,?5,?15,?39,?15,?42,?8,?3,?10,?42,?9,?43,?3,?4,?2,?49,?17,?43,?1,?3,7,?50,?26,?43,1,?2,11,?45,?35,?39,2,?2,13,?43,?47,?39,1,?2,12,?39,?56,?38,0,?2,8,?38,?55,?39,?3,?3,4,?35,?57,?38,?2,?3,0,?39,?49,?41,?3,?4,?2,?39,?54,?40,?4,?5,?7,?43,?48,?41,?5,?4,?8,?41,?44,?41,?3,?4,?9,?42,?40,?41,?6,?4,?10,?43,?41,?41,?5,?4,?10,right
?40,?46,?39,?6,?3,?6,?40,?39,?39,?4,?3,?5,?39,?39,?39,?4,?4,?4,?41,?39,?40,?4,?3,?4,?40,?40,?40,?4,?4,?4,?40,?38,?40,?3,?3,?3,?41,?40,?41,?4,?4,?3,?41,?41,?41,?3,?3,?3,?40,?41,?40,?4,?4,?3,?40,?41,?40,?3,?3,?3,?39,?54,?40,?2,?4,?5,?38,?55,?41,?6,?4,?10,?33,?49,?40,?5,?4,?14,?34,?45,?40,?7,?4,?16,?35,?37,?41,?8,?4,?15,?38,?19,?42,?9,?3,?12,?39,?12,?42,?4,?4,?5,?48,?2,?45,?6,?5,8,?50,?22,?46,6,?2,9,?46,?41,?41,2,?2,12,right
?33,4,?39,?13,0,12,?30,?39,?37,1,?2,5,?34,?42,?37,?5,?3,6,?35,?39,?37,?3,?4,3,?36,?46,?38,?1,?5,1,?41,?61,?40,?4,?5,?5,?43,?50,?41,?4,?4,?7,?43,?47,?42,?5,?5,?11,?44,?46,?42,?4,?4,?12,?45,?38,?41,?8,?3,?12,?42,?31,?41,?3,?3,?9,?42,?33,?40,?6,?4,?8,?41,?35,?40,?3,?3,?5,?41,?37,?40,?5,?4,?4,?41,?38,?40,?3,?3,?4,?41,?40,?40,?3,?4,?3,?41,?40,?41,?3,?3,?3,?40,?41,?40,?3,?3,?3,?40,?41,?40,?3,?3,?3,?40,?41,?40,?4,?4,?3,right
?33,?98,?38,?2,?5,?17,?32,?72,?40,?6,?4,?22,?33,?49,?40,?9,?5,?20,?35,?37,?41,?8,?4,?16,?37,?34,?41,?7,?4,?12,?41,?18,?42,?6,?4,?6,?43,?15,?42,?3,?4,1,?46,?23,?43,?1,?3,7,?45,?31,?42,1,?2,10,?44,?40,?41,1,?2,10,?40,?48,?39,1,?2,8,?38,?51,?39,?2,?3,5,?37,?54,?38,0,?3,2,?38,?52,?39,?4,?4,?1,?38,?52,?39,?4,?4,?5,?41,?44,?40,?4,?4,?5,?41,?48,?40,?4,?5,?7,?43,?42,?41,?5,?4,?8,?42,?44,?41,?5,?4,?8,?42,?39,?41,?5,?4,?7,right
?41,?28,?40,?5,?4,?5,?41,?35,?40,?5,?4,?5,?41,?36,?40,?4,?4,?5,?41,?36,?40,?4,?4,?4,?41,?38,?41,?4,?4,?4,?41,?40,?40,?4,?3,?4,?40,?40,?40,?3,?4,?4,?40,?40,?40,?4,?4,?3,?41,?41,?41,?3,?3,?4,?41,?40,?40,?4,?3,?3,?41,?52,?41,?1,?4,?5,?38,?53,?40,?5,?3,?9,?35,?47,?40,?6,?4,?12,?35,?43,?40,?7,?5,?13,?37,?39,?41,?7,?5,?14,?38,?23,?41,?8,?4,?11,?42,?17,?42,?4,?4,?5,?45,?18,?43,?2,?3,3,?47,?26,?42,1,?3,7,?46,?33,?41,1,?2,11,right
?28,?58,?37,?1,?2,1,?28,?47,?37,?2,?1,5,?34,?53,?39,0,?4,1,?36,?53,?39,?1,?3,1,?38,?49,?40,?3,?4,0,?40,?51,?40,?2,?4,?3,?43,?51,?41,?3,?4,?6,?42,?49,?41,?6,?4,?8,?42,?44,?41,?5,?3,?10,?41,?44,?40,?5,?3,?11,?42,?37,?40,?6,?3,?9,?42,?38,?40,?5,?4,?9,?42,?33,?40,?4,?3,?6,?41,?35,?40,?5,?4,?5,?41,?38,?41,?3,?4,?4,?41,?39,?41,?3,?4,?3,?40,?40,?40,?4,?4,?3,?41,?40,?41,?3,?3,?3,?40,?41,?40,?4,?4,?3,?40,?40,?40,?4,?4,?3,right
?35,?98,?42,3,?5,?13,?34,?73,?42,?6,?3,?17,?32,?59,?42,?9,?3,?20,?31,?48,?40,?9,?4,?20,?34,?35,?42,?11,?4,?15,?37,?8,?42,?9,?3,?10,?41,?8,?42,?3,?5,?1,?47,?14,?44,0,?4,8,?49,?25,?43,3,?3,13,?47,?39,?40,5,?2,13,?43,?54,?39,2,?2,11,?40,?57,?38,0,?1,5,?36,?53,?36,?1,?2,2,?36,?49,?38,?3,?3,0,?37,?49,?39,?2,?4,?2,?40,?47,?40,?3,?4,?3,?40,?49,?40,?5,?5,?5,?41,?46,?41,?4,?4,?7,?42,?47,?41,?5,?4,?8,?42,?42,?41,?6,?4,?9,right
?40,?29,?39,?8,?5,?7,?41,?34,?40,?5,?4,?6,?41,?35,?40,?5,?4,?6,?41,?36,?40,?4,?4,?5,?41,?37,?40,?4,?4,?5,?41,?38,?40,?3,?3,?4,?41,?39,?40,?4,?4,?4,?41,?40,?41,?3,?3,?3,?40,?40,?40,?4,?4,?3,?40,?40,?40,?3,?4,?3,?40,?53,?41,?2,?4,?5,?37,?56,?41,?5,?4,?10,?34,?51,?40,?6,?4,?14,?36,?43,?41,?8,?4,?15,?34,?34,?41,?7,?4,?15,?37,?17,?41,?10,?4,?11,?43,?11,?42,?5,?5,?2,?47,?16,?43,?2,?4,5,?48,?22,?42,2,?3,10,?48,?38,?41,2,?2,11,right
?29,?55,?34,?16,?4,13,?37,?46,?40,?4,?3,4,?36,?53,?40,?2,?3,1,?37,?50,?40,?3,?3,1,?37,?51,?40,?3,?4,?1,?40,?52,?41,?2,?4,?5,?40,?49,?40,?4,?3,?6,?40,?47,?40,?6,?4,?8,?40,?44,?40,?5,?4,?9,?41,?41,?40,?6,?4,?9,?41,?37,?40,?4,?4,?8,?40,?39,?39,?6,?5,?8,?42,?35,?40,?4,?4,?6,?41,?38,?40,?5,?4,?6,?41,?38,?40,?4,?4,?5,?41,?38,?41,?4,?4,?4,?40,?40,?41,?3,?4,?4,?40,?41,?41,?4,?4,?4,?40,?40,?41,?4,?3,?4,?40,?39,?40,?3,?4,?4,right
?49,?97,?56,51,?5,?11,?42,?74,?47,22,?3,?3,?43,?65,?49,25,?6,0,?41,?65,?51,16,?6,0,?41,?60,?53,11,?6,?4,?41,?51,?55,?6,?2,?2,?40,?49,?54,?7,?2,?7,?43,?46,?57,?13,0,?6,?43,?42,?54,?17,1,?8,?43,?42,?52,?20,?1,?4,?42,?42,?45,?22,?3,?4,?43,?38,?43,?25,?3,1,?39,?41,?34,?18,?5,?3,?41,?42,?33,?13,?5,0,?40,?40,?30,?10,?4,?1,?39,?37,?29,?7,?5,0,?38,?38,?28,5,?4,?3,?39,?36,?32,?6,?2,?2,?38,?34,?32,?10,?5,?2,?38,?33,?32,?16,?4,1,tilt_left
?32,?9,?20,73,5,?27,?40,?26,?33,38,?1,?15,?39,?27,?33,28,?2,?12,?39,?31,?36,21,?2,?10,?39,?33,?37,12,?2,?7,?41,?38,?41,0,?4,?4,?39,?36,?39,?1,?4,?4,?40,?39,?41,?3,?3,?4,?40,?38,?40,?2,?4,?4,?41,?39,?41,1,?4,?5,?40,?51,?45,19,?3,?7,?40,?56,?50,18,?2,?8,?42,?57,?55,19,?3,?8,?43,?60,?60,13,?2,?7,?44,?59,?61,5,?4,?6,?45,?47,?59,?22,?5,?2,?46,?42,?54,?25,?5,0,?43,?41,?50,?30,?4,2,?43,?38,?44,?26,?5,1,?41,?39,?40,?19,?4,0,tilt_left
?37,?43,?33,?22,?5,?4,?39,?41,?27,?17,?3,?2,?39,?39,?28,?8,?3,?3,?38,?39,?27,?9,?3,?3,?39,?37,?28,?9,?3,?3,?38,?34,?25,?3,?2,?3,?37,?32,?28,0,?3,?4,?37,?31,?29,?4,?3,?3,?38,?28,?31,?1,?4,?4,?38,?28,?31,6,?4,?5,?39,?32,?37,4,?4,?5,?40,?32,?37,2,?4,?5,?41,?33,?39,4,?4,?5,?40,?35,?40,3,?4,?5,?40,?37,?41,?2,?4,?4,?40,?35,?39,0,?4,?4,?40,?38,?40,1,?3,?4,?41,?39,?40,0,?3,?4,?40,?39,?40,0,?3,?4,?40,?40,?40,?1,?3,?4,tilt_left
?44,?94,?56,71,?2,?14,?42,?75,?55,39,?4,?10,?42,?69,?56,21,?4,?7,?43,?63,?56,13,?4,?6,?42,?60,?56,7,?3,?5,?43,?49,?56,?8,?3,?3,?43,?45,?55,?12,?3,?2,?43,?43,?54,?13,?3,?2,?43,?41,?51,?15,?3,?2,?42,?39,?49,?19,?4,?1,?42,?40,?44,?20,?4,?1,?41,?41,?40,?19,?4,?1,?40,?40,?37,?17,?4,?1,?40,?41,?34,?16,?4,?2,?39,?41,?32,?12,?3,?2,?39,?40,?30,?10,?3,?3,?39,?38,?28,?8,?3,?3,?39,?36,?28,?6,?3,?3,?39,?34,?28,?3,?3,?3,?38,?32,?29,0,?3,?3,tilt_left
?39,?29,?33,?1,?5,?5,?41,?28,?34,1,?3,?4,?40,?30,?35,3,?4,?5,?40,?31,?36,2,?4,?5,?40,?33,?37,2,?4,?4,?40,?33,?39,1,?4,?4,?40,?35,?40,1,?4,?4,?40,?36,?40,2,?4,?5,?40,?37,?40,1,?4,?4,?40,?38,?40,0,?4,?4,?42,?50,?44,15,?3,?7,?41,?54,?48,16,?3,?7,?42,?57,?51,13,?3,?6,?43,?58,?55,12,?3,?6,?44,?59,?58,10,?3,?6,?43,?48,?57,?7,?3,?3,?43,?44,?56,?13,?3,?2,?43,?43,?55,?19,?4,?1,?43,?40,?50,?24,?4,0,?42,?40,?46,?24,?5,0,tilt_left
?37,?45,?30,?27,?3,0,?37,?43,?27,?27,?3,?1,?37,?40,?24,?23,?3,0,?37,?38,?23,?19,?3,?1,?37,?35,?23,?14,?3,?1,?37,?30,?22,?9,?3,?2,?37,?26,?23,0,?3,?4,?38,?23,?26,8,?3,?5,?38,?23,?31,12,?3,?6,?39,?26,?35,15,?4,?7,?39,?31,?37,15,?4,?7,?41,?36,?40,10,?4,?6,?40,?40,?41,4,?4,?5,?41,?41,?41,1,?4,?4,?40,?42,?41,?4,?3,?3,?41,?41,?40,?4,?3,?3,?41,?41,?40,?4,?4,?3,?40,?40,?40,?3,?3,?4,?40,?41,?40,?4,?4,?3,?40,?40,?40,?4,?3,?3,tilt_left
?47,?92,?64,100,0,?19,?46,?78,?63,49,?2,?12,?44,?69,?61,29,?3,?9,?45,?65,?62,18,?3,?8,?45,?58,?61,10,?3,?6,?44,?50,?59,?17,?4,?2,?43,?44,?56,?24,?4,0,?43,?41,?52,?26,?4,1,?42,?39,?47,?27,?4,1,?41,?41,?42,?28,?5,1,?39,?39,?37,?26,?4,0,?39,?40,?31,?23,?4,0,?38,?40,?27,?20,?4,0,?37,?36,?24,?15,?3,?1,?37,?32,?22,?10,?3,?2,?38,?28,?22,0,?3,?3,?37,?25,?25,7,?3,?5,?38,?25,?30,10,?3,?6,?38,?27,?34,10,?3,?6,?40,?29,?37,10,?3,?6,tilt_left
?40,?41,?41,3,?4,?5,?41,?40,?40,3,?4,?5,?40,?41,?41,2,?4,?5,?41,?40,?41,0,?4,?4,?40,?40,?41,?1,?3,?4,?40,?40,?40,?2,?4,?4,?40,?40,?41,?4,?3,?3,?41,?40,?40,?4,?3,?3,?40,?40,?40,?3,?3,?3,?40,?41,?40,?3,?4,?4,?41,?52,?45,18,?3,?7,?41,?57,?48,13,?3,?6,?42,?59,?51,12,?3,?6,?43,?60,?54,10,?3,?6,?44,?60,?57,10,?3,?6,?43,?49,?56,?14,?3,?2,?43,?45,?54,?16,?3,?2,?43,?42,?52,?22,?4,?1,?42,?41,?48,?26,?4,0,?41,?42,?42,?31,?5,1,tilt_left
?37,?33,?20,?29,?3,0,?38,?33,?17,?9,?3,?3,?38,?32,?19,?1,?3,?3,?38,?31,?23,?1,?2,?3,?38,?30,?24,1,?3,?4,?38,?30,?27,8,?3,?5,?39,?29,?32,7,?3,?5,?39,?29,?35,3,?3,?4,?39,?30,?36,4,?4,?5,?39,?31,?38,3,?3,?5,?40,?33,?39,4,?4,?5,?40,?35,?40,4,?4,?5,?41,?37,?40,4,?4,?5,?40,?39,?41,2,?3,?5,?41,?41,?41,?1,?3,?4,?40,?40,?40,?2,?4,?3,?40,?41,?41,?1,?3,?4,?40,?41,?40,?5,?3,?3,?40,?40,?40,?3,?3,?4,?40,?41,?40,?2,?4,?4,tilt_left
?44,?96,?59,71,?5,?15,?45,?76,?57,36,?3,?9,?43,?68,?59,25,?2,?8,?44,?63,?58,13,?3,?6,?44,?59,?58,7,?3,?6,?44,?48,?56,?10,?3,?3,?44,?45,?55,?14,?3,?2,?44,?42,?52,?18,?4,?1,?43,?40,?49,?20,?4,?1,?42,?40,?45,?23,?4,0,?41,?40,?41,?23,?4,0,?40,?40,?37,?23,?4,0,?39,?40,?32,?20,?4,?1,?38,?40,?29,?15,?4,?1,?39,?37,?26,?9,?3,?2,?38,?35,?26,?5,?2,?3,?37,?32,?27,?3,?3,?3,?38,?30,?28,0,?3,?3,?37,?28,?30,1,?4,?4,?38,?28,?33,2,?4,?5,tilt_left
?39,?30,?39,7,?5,?5,?40,?32,?39,9,?3,?5,?40,?33,?40,9,?3,?6,?41,?36,?40,8,?3,?6,?40,?38,?41,5,?3,?5,?40,?40,?41,3,?3,?5,?40,?41,?41,0,?3,?4,?40,?41,?41,?3,?4,?4,?40,?42,?40,?5,?3,?3,?40,?41,?40,?4,?4,?3,?41,?51,?45,13,?3,?7,?42,?55,?47,14,?4,?7,?42,?57,?51,14,?3,?6,?43,?58,?55,13,?4,?6,?44,?58,?57,10,?3,?6,?44,?48,?57,?10,?4,?2,?44,?44,?57,?16,?3,?2,?43,?42,?54,?20,?4,?1,?42,?40,?50,?25,?4,0,?41,?40,?46,?25,?4,0,tilt_left
?39,?44,?28,?14,?3,0,?37,?44,?29,?17,?3,?1,?39,?42,?27,?16,?4,?1,?38,?40,?27,?16,?3,0,?38,?38,?25,?14,?3,?1,?38,?34,?24,?9,?3,?2,?38,?30,?24,?4,?3,?3,?37,?27,?26,1,?2,?4,?37,?26,?28,8,?3,?6,?39,?27,?32,10,?3,?6,?39,?30,?36,11,?4,?7,?40,?33,?38,9,?4,?6,?40,?37,?40,7,?4,?6,?40,?39,?41,3,?4,?5,?41,?40,?41,0,?3,?4,?40,?40,?41,?3,?4,?4,?41,?40,?40,?3,?4,?3,?40,?40,?41,?4,?3,?3,?41,?40,?40,?3,?3,?3,?40,?40,?41,?3,?4,?4,tilt_left
?45,?94,?62,90,?5,?22,?45,?76,?63,48,?3,?12,?44,?70,?63,27,?4,?9,?45,?63,?61,15,?3,?7,?44,?58,?60,8,?3,?5,?43,?47,?59,?14,?3,?2,?43,?44,?56,?23,?4,?1,?44,?39,?51,?28,?3,0,?41,?39,?47,?27,?4,1,?41,?40,?41,?27,?4,0,?40,?41,?35,?24,?4,0,?39,?40,?31,?18,?4,?1,?38,?41,?28,?11,?3,?2,?38,?39,?26,?7,?3,?3,?38,?36,?26,?4,?3,?3,?38,?33,?27,?1,?3,?3,?38,?31,?28,1,?3,?4,?38,?30,?30,4,?3,?4,?39,?31,?33,4,?4,?5,?39,?32,?35,3,?3,?5,tilt_left
?38,?34,?39,?9,?4,?1,?40,?32,?39,?3,?4,?3,?39,?32,?39,0,?3,?4,?40,?34,?39,3,?4,?5,?40,?36,?40,3,?4,?5,?40,?38,?40,3,?4,?5,?40,?40,?40,1,?4,?4,?40,?41,?41,?1,?4,?4,?40,?41,?41,?3,?4,?4,?40,?41,?41,?4,?4,?3,?42,?51,?46,20,?3,?8,?42,?56,?52,17,?3,?8,?43,?58,?53,11,?4,?6,?44,?58,?57,9,?4,?6,?45,?57,?60,8,?3,?6,?44,?46,?57,?20,?3,?1,?44,?42,?53,?25,?4,1,?44,?39,?50,?25,?4,1,?41,?40,?45,?30,?4,2,?40,?40,?38,?33,?4,2,tilt_left
?36,?44,?30,?24,0,0,?37,?34,?16,?13,?1,0,?37,?29,?18,?3,?3,?2,?37,?27,?19,3,?2,?4,?38,?27,?23,4,?2,?4,?38,?24,?24,13,?3,?6,?39,?26,?32,15,?4,?7,?39,?30,?36,11,?3,?6,?39,?33,?40,7,?4,?5,?40,?35,?39,6,?4,?6,?40,?38,?41,2,?4,?5,?40,?39,?41,0,?3,?4,?40,?40,?41,?1,?4,?4,?41,?40,?41,?1,?3,?4,?40,?41,?41,?3,?3,?4,?40,?41,?41,?4,?4,?3,?40,?41,?41,?4,?4,?3,?40,?41,?40,?4,?4,?3,?40,?41,?40,?3,?3,?4,?40,?41,?41,?4,?4,?3,tilt_left
?47,?96,?63,92,?5,?24,?47,?77,?63,49,?4,?14,?44,?68,?63,30,?4,?10,?45,?64,?63,18,?4,?9,?46,?58,?61,11,?3,?6,?45,?47,?62,?13,?4,?1,?44,?42,?57,?23,?4,1,?44,?40,?52,?29,?3,2,?42,?38,?47,?29,?4,3,?40,?40,?42,?30,?4,1,?38,?41,?35,?27,?4,0,?38,?42,?31,?19,?3,?2,?37,?42,?28,?12,?3,?2,?38,?41,?26,?9,?2,?3,?38,?37,?25,?5,?2,?3,?38,?35,?26,?2,?2,?3,?37,?33,?27,0,?4,?4,?38,?30,?28,0,?4,?4,?38,?30,?31,2,?3,?5,?39,?30,?34,3,?4,?5,tilt_left
?40,?33,?40,5,?2,?5,?39,?34,?38,5,?3,?5,?40,?34,?39,5,?3,?5,?40,?36,?40,4,?3,?5,?40,?36,?40,2,?3,?4,?40,?38,?40,1,?3,?4,?40,?39,?41,0,?3,?4,?40,?41,?41,?2,?4,?4,?40,?41,?41,?3,?3,?3,?41,?41,?41,?3,?4,?4,?41,?51,?45,10,?4,?6,?42,?54,?47,12,?3,?6,?42,?56,?50,10,?3,?6,?43,?57,?52,10,?3,?6,?44,?58,?55,9,?3,?6,?44,?48,?55,?8,?3,?3,?43,?45,?54,?14,?4,?2,?43,?42,?51,?14,?3,?1,?43,?42,?50,?16,?3,?1,?42,?41,?47,?19,?3,0,tilt_left
?37,?41,?37,?16,?6,?2,?38,?41,?34,?15,?5,?2,?38,?41,?33,?15,?4,?2,?39,?41,?31,?12,?4,?2,?38,?40,?31,?10,?4,?2,?39,?39,?29,?8,?3,?2,?39,?37,?29,?5,?3,?3,?38,?36,?29,?3,?3,?3,?38,?33,?31,?3,?4,?3,?39,?32,?30,?3,?3,?4,?38,?31,?32,?1,?3,?4,?38,?31,?33,0,?4,?4,?40,?31,?35,3,?4,?5,?39,?33,?36,3,?3,?5,?40,?34,?39,3,?4,?5,?41,?35,?40,3,?4,?5,?40,?36,?40,1,?3,?4,?40,?38,?40,0,?3,?4,?40,?39,?40,0,?4,?4,?40,?39,?41,?1,?3,?4,tilt_left
?47,?93,?59,44,?4,?11,?45,?71,?54,21,?4,?8,?42,?64,?52,15,?5,?7,?43,?60,?52,8,?4,?6,?43,?57,?51,7,?4,?6,?43,?47,?51,?2,?4,?4,?42,?46,?51,?3,?4,?4,?44,?44,?52,?7,?3,?2,?43,?41,?51,?7,?3,?2,?42,?41,?51,?12,?3,?1,?42,?41,?48,?19,?3,?1,?41,?39,?44,?21,?3,0,?40,?40,?39,?21,?4,?1,?39,?41,?35,?20,?3,?1,?39,?41,?32,?18,?3,?1,?38,?39,?29,?13,?3,?2,?38,?37,?27,?10,?3,?3,?38,?34,?27,?7,?3,?3,?38,?32,?27,?4,?3,?3,?38,?29,?28,1,?4,?5,tilt_left
?38,?29,?39,1,?2,?2,?40,?31,?39,8,?4,?5,?39,?33,?39,7,?4,?5,?40,?35,?40,6,?4,?4,?40,?35,?40,4,?4,?4,?41,?37,?40,4,?4,?5,?40,?39,?41,1,?4,?4,?41,?40,?41,?2,?4,?4,?40,?40,?40,?3,?3,?4,?40,?40,?40,?3,?4,?4,?41,?51,?44,15,?5,?6,?42,?54,?48,13,?5,?6,?43,?56,?50,10,?4,?5,?44,?57,?53,11,?4,?5,?44,?57,?57,11,?4,?5,?43,?46,?57,?9,?2,?3,?43,?42,?57,?11,?2,?3,?43,?41,?57,?14,?3,?2,?42,?39,?53,?24,?3,?1,?41,?40,?47,?29,?4,1,tilt_left
?40,?43,?23,?20,?2,?2,?37,?44,?24,?9,?3,?4,?37,?43,?23,?8,?2,?4,?37,?41,?24,?7,?3,?4,?38,?39,?25,?8,?2,?3,?37,?36,?25,?4,?3,?4,?38,?31,?27,?4,?3,?3,?38,?28,?28,?4,?3,?3,?37,?26,?29,1,?3,?4,?38,?26,?32,7,?4,?5,?38,?28,?35,9,?4,?6,?39,?31,?37,11,?4,?6,?40,?35,?40,11,?5,?6,?41,?38,?41,6,?4,?5,?40,?40,?41,1,?4,?4,?41,?41,?41,?2,?4,?4,?40,?41,?41,?4,?3,?3,?40,?40,?40,?4,?3,?3,?41,?40,?40,?4,?3,?3,?40,?40,?41,?3,?3,?4,tilt_left
?59,13,?40,?66,?1,7,?53,?2,?44,?40,?3,2,?48,?9,?46,?31,?3,?1,?47,?12,?49,?21,?6,?1,?44,?17,?51,?17,?5,?3,?44,?28,?54,?6,?5,?4,?43,?29,?55,3,?5,?5,?44,?33,?54,14,?4,?6,?43,?39,?51,16,0,?5,?43,?37,?45,20,0,?7,?37,?39,?42,16,?3,?7,?42,?45,?35,13,?1,?5,?35,?42,?35,10,?2,?5,?38,?46,?30,3,?5,?6,?37,?49,?30,?4,?6,?1,?42,?46,?28,2,?4,?3,?35,?48,?30,?4,?4,?2,?44,?50,?29,?4,?5,?3,?38,?51,?33,?9,?4,?2,?41,?52,?34,?6,?3,?4,tilt_right
?43,?41,?41,?15,?2,?9,?40,?40,?39,?13,?3,?5,?41,?44,?41,?9,?5,?3,?39,?43,?40,?12,?3,?3,?40,?43,?40,?11,?4,?3,?40,?43,?41,?9,?4,?2,?40,?43,?41,?8,?4,?3,?39,?40,?40,?8,?4,?4,?41,?40,?41,?5,?4,?4,?40,?39,?40,?3,?3,?4,?41,?28,?44,?17,?5,0,?42,?25,?47,?24,?6,?1,?43,?22,?51,?20,?6,0,?43,?20,?54,?19,?4,?2,?47,?20,?60,?11,?4,0,?42,?30,?56,10,?2,?8,?44,?33,?53,20,?2,?8,?42,?36,?47,20,?1,?9,?39,?40,?44,21,?4,?7,?36,?39,?36,12,?3,?7,tilt_right
?46,?50,?32,14,?6,?11,?41,?55,?34,?2,?6,?5,?42,?50,?29,0,?4,?3,?41,?48,?30,?5,?4,?4,?40,?48,?31,0,?4,?4,?40,?49,?31,?9,?4,?2,?40,?45,?31,?5,?3,?3,?39,?47,?34,1,?3,?6,?40,?52,?35,?3,?3,?3,?40,?52,?37,?7,?3,?3,?39,?51,?38,0,?3,?5,?38,?55,?38,?2,?4,?3,?40,?54,?41,?18,?3,0,?40,?49,?41,?13,?4,?2,?40,?47,?41,?13,?4,?3,?40,?45,?41,?16,?4,?1,?41,?40,?40,?13,?3,?3,?39,?38,?39,?5,?4,?4,?40,?38,?40,?4,?4,?3,?40,?38,?40,?4,?4,?4,tilt_right
